PRCP,TMAX,TMIN,
0.44,49,44,1
0.73,51,44,1
2.06,57,44,1
0.83,56,35,1
0.32,39,33,1
0.17,40,30,1
0,39,28,0
0.38,43,37,1
0,45,38,0
0.15,48,39,1
0,47,40,0
0.02,49,36,1
1.01,50,44,1
0.18,50,39,1
0,43,36,0
0.05,44,39,1
0.28,55,39,1
0.05,47,36,1
0.14,51,39,1
0.44,53,43,1
0.1,50,41,1
0.18,45,39,1
0.04,45,35,1
0,47,32,0
0.22,45,39,1
0.27,46,39,1
0.22,48,38,1
0.46,48,39,1
0.07,43,36,1
0.01,45,38,1
0.07,51,41,1
0,52,37,0
0,54,37,0
0.14,51,38,1
0.13,48,44,1
0.01,51,38,1
0,53,35,0
0,50,43,0
0.42,50,42,1
0,43,37,0
0,39,34,0
0.27,42,32,1
0,38,31,0
0,39,27,0
0.12,34,25,1
0.19,37,30,1
0.27,37,30,1
0.04,36,32,1
0.02,36,23,1
0,27,20,0
0,26,20,0
0.54,31,22,1
0.65,39,30,1
0.22,47,37,1
0.15,55,40,1
0.11,50,38,1
0,49,33,0
0.16,48,35,1
0.02,54,37,1
0.64,52,46,1
0.06,50,45,1
0,48,41,0
0,48,35,0
0.19,47,43,1
0,52,41,0
0,45,36,0
0,44,33,0
0.05,47,32,1
0.65,47,41,1
0.01,44,34,1
0,42,33,0
0,45,40,0
0,48,41,0
0.49,49,44,1
1.63,53,48,1
0.17,51,39,1
0.29,43,37,1
0.01,44,37,1
0.21,46,38,1
0.06,49,39,1
0.06,46,37,1
0,46,31,0
0.24,49,39,1
0,46,40,0
0,46,33,0
0,44,31,0
0,48,31,0
0,61,34,0
0,62,34,0
0.05,58,33,1
0.34,49,40,1
0.2,51,43,1
0.5,51,41,1
0.19,52,40,1
0.03,52,44,1
0,50,38,0
0,50,35,0
0,56,34,0
0,61,43,0
0.03,50,44,1
0.07,53,41,1
0.05,52,38,1
0.21,53,40,1
0.17,51,43,1
0.02,50,41,1
0,51,40,0
0,50,39,0
0,51,32,0
0.19,45,38,1
0.11,49,40,1
0.13,52,40,1
0,49,39,0
0.25,55,44,1
0,65,44,0
0.1,52,44,1
0,56,37,0
0,56,38,0
0,49,39,0
0,57,37,0
0,56,43,0
0,49,42,0
0,52,41,0
0.04,52,44,1
0.12,51,35,1
0.03,49,37,1
0,60,37,0
0,66,41,0
0.03,63,50,1
0.02,56,42,1
0.43,52,41,1
0.46,51,42,1
0.14,52,41,1
0.02,54,43,1
0,62,39,0
0,78,50,0
0.07,54,40,1
0,51,38,0
0,53,39,0
0,63,37,0
0,71,41,0
0,56,43,0
0,60,41,0
0,58,42,0
0,58,46,0
0,62,43,0
0,68,42,0
0,74,45,0
0,80,45,0
0,61,48,0
0.04,62,46,1
0.12,53,44,1
0.01,55,42,1
0.05,54,45,1
0.01,58,45,1
0.04,56,45,1
0.18,58,42,1
0.01,56,44,1
0,60,44,0
0,66,42,0
0.08,57,48,1
0,60,42,0
0,70,44,0
0,77,48,0
0.11,62,43,1
0,67,40,0
0,74,44,0
0,79,49,0
0,76,54,0
0,68,53,0
0,70,50,0
0,65,47,0
0,62,44,0
0,66,45,0
0.19,61,50,1
0.15,63,47,1
0,65,45,0
0.09,54,45,1
0.08,60,46,1
0,63,49,0
0,68,46,0
0,69,46,0
0,58,49,0
0,64,50,0
0,71,51,0
0,73,51,0
0,62,52,0
0,67,52,0
0,62,51,0
0.05,59,50,1
0,69,49,0
0,74,49,0
0.13,73,50,1
0.5,63,54,1
0.61,60,50,1
0.71,59,48,1
0,60,48,0
0,64,52,0
0,61,49,0
0,68,47,0
0,69,51,0
0,77,55,0
0,79,53,0
0.04,66,52,1
0.1,64,52,1
0.06,62,49,1
0.16,74,50,1
0.08,66,55,1
0,62,51,0
0.02,61,49,1
0.16,62,46,1
0.06,64,52,1
0.03,64,49,1
0,69,49,0
0,78,52,0
0,85,59,0
0,86,65,0
0,86,58,0
0,88,58,0
0,88,59,0
0,74,56,0
0,67,57,0
0,66,57,0
0,73,57,0
0,76,55,0
0,76,55,0
0,79,58,0
0,80,54,0
0,78,53,0
0,72,54,0
0,68,54,0
0,70,57,0
0,71,57,0
0,79,56,0
0.01,70,56,1
0.01,69,52,1
0,70,55,0
0.02,69,55,1
0.12,70,55,1
0,73,53,0
0,81,56,0
0,81,60,0
0,81,57,0
0,74,57,0
0,82,57,0
0,83,62,0
0,85,60,0
0,77,63,0
0,78,61,0
0,79,60,0
0,89,62,0
0,96,68,0
0,95,64,0
0,75,60,0
0,81,55,0
0,84,59,0
0,85,59,0
0,85,60,0
0,72,58,0
0,82,56,0
0,83,55,0
0,72,54,0
0.01,75,58,1
0,67,57,0
0,74,57,0
0.57,66,57,1
0.3,73,58,1
0,80,57,0
0,92,64,0
0,84,59,0
0,85,58,0
0,84,59,0
0,84,56,0
0,80,60,0
0,80,59,0
0,75,58,0
0,81,58,0
0,80,57,0
0,83,59,0
0,79,59,0
0.2,72,60,1
0.54,64,58,1
0,71,58,0
1,66,58,1
0.32,66,58,1
0.06,70,58,1
0,72,59,0
0,72,58,0
0,74,60,0
0,77,60,0
0,76,56,0
0.17,67,56,1
0,67,53,0
0,69,54,0
0,67,54,0
0,69,57,0
0,67,53,0
0,73,53,0
0.14,71,52,1
0,70,57,0
0.64,71,52,1
0.12,68,58,1
0.6,66,53,1
0.28,65,53,1
0.06,65,53,1
0.03,62,53,1
0.31,62,54,1
0.2,62,49,1
0.1,56,49,1
0,61,49,0
0,63,47,0
0,64,47,0
0.15,57,52,1
0,65,52,0
0,65,51,0
0,67,52,0
0,63,50,0
0,68,52,0
0,66,53,0
0,62,52,0
0,62,50,0
0,71,50,0
0,72,48,0
0,68,49,0
0,59,46,0
0.21,68,45,1
0.03,63,54,1
0,65,50,0
1.07,59,53,1
0.08,59,50,1
0,61,48,0
0,63,50,0
0,67,53,0
0,69,52,0
0,68,52,0
0.01,60,55,1
0.41,57,50,1
0.6,57,47,1
0.09,53,47,1
0.2,59,49,1
0,55,46,0
0,52,47,0
0.02,54,46,1
0,53,41,0
0,53,42,0
0,56,42,0
0,56,46,0
0,56,41,0
0,48,38,0
0.06,53,45,1
0.02,54,46,1
0,51,37,0
0.27,57,42,1
0.89,57,43,1
0,50,36,0
0,50,32,0
0,44,33,0
0,54,38,0
0,60,44,0
0,48,43,0
0,53,45,0
0,50,43,0
0,50,38,0
0,50,39,0
0,54,46,0
0.04,53,47,1
0.16,55,45,1
0.08,53,43,1
0.26,49,37,1
0.14,50,42,1
0,49,36,0
0,46,32,0
0,47,38,0
0.02,48,42,1
0.34,51,44,1
0.51,56,50,1
0.13,52,40,1
0.08,47,34,1
0.01,46,39,1
0,45,33,0
0.15,39,29,1
0.08,43,39,1
0,44,38,0
0,45,37,0
0,47,40,0
0.25,45,41,1
0.02,42,37,1
0.26,46,38,1
0.5,45,39,1
0.53,50,42,1
0.82,50,39,1
0.69,59,50,1
0.17,50,39,1
0,54,35,0
0.32,53,44,1
0.12,53,47,1
0,52,41,0
0,45,37,0
0,44,41,0
0,54,41,0
0.1,50,38,1
0,45,33,0
0,46,34,0
0,45,36,0
0,40,32,0
0,39,34,0
0.36,47,37,1
0.04,45,39,1
0,47,36,0
0,39,29,0
0.18,43,36,1
0.01,44,36,1
0,47,33,0
0.05,45,37,1
0,41,30,0
0,40,28,0
0,40,28,0
0,39,24,0
0.17,40,26,1
0.08,44,34,1
0.02,44,33,1
0.04,37,32,1
0,38,27,0
0,39,23,0
0,45,39,0
0,40,31,0
0,38,27,0
0.19,37,26,1
0.09,44,32,1
2.39,54,42,1
0.92,60,53,1
0,62,50,0
0.15,54,49,1
0.02,61,49,1
0.17,55,50,1
0,56,45,0
0,57,42,0
0,50,37,0
0.04,50,40,1
0.07,53,41,1
0.01,55,40,1
0,47,42,0
0.01,51,41,1
0.02,54,42,1
0,53,36,0
0,59,45,0
0,51,39,0
0.12,50,41,1
0,44,35,0
0.75,43,37,1
0,46,35,0
0,48,31,0
0,49,33,0
0,51,29,0
0,55,29,0
0.09,47,40,1
0,45,36,0
0,43,30,0
0,44,26,0
0,51,31,0
0,52,32,0
0,54,32,0
0,48,28,0
0,50,34,0
0,53,28,0
0,56,30,0
0,59,31,0
0,61,34,0
0,51,39,0
0,47,34,0
0,61,35,0
0.24,58,45,1
0.12,60,45,1
0.04,55,45,1
0,61,40,0
0,58,43,0
0,59,42,0
0,61,49,0
0,63,50,0
0,67,45,0
0.01,58,48,1
0,63,46,0
0,65,42,0
0,60,47,0
0,62,39,0
0,61,37,0
0,56,42,0
0.14,49,41,1
0,53,41,0
0,50,38,0
0.34,55,37,1
0.1,55,40,1
0.07,49,37,1
0,53,37,0
0,56,37,0
0,54,41,0
0,53,37,0
1.51,50,43,1
0.64,52,44,1
0.4,47,41,1
0.13,50,41,1
0,54,41,0
0.21,54,42,1
0.34,53,40,1
0.1,55,38,1
0.4,50,43,1
0,52,40,0
0.07,58,42,1
0,62,45,0
0.2,54,40,1
0,55,37,0
0,55,40,0
0.28,52,38,1
0.4,50,37,1
0.06,49,36,1
0,52,37,0
0,51,38,0
0.39,50,41,1
0.59,55,43,1
0.03,54,40,1
0.01,57,43,1
0,62,40,0
0,64,41,0
0,61,47,0
0,78,51,0
0.12,64,52,1
0.03,65,51,1
0,63,52,0
0,65,54,0
0,71,50,0
0.16,65,52,1
0.45,54,50,1
0.05,62,49,1
0,70,48,0
0.04,62,51,1
0,65,49,0
0.02,66,52,1
0,68,54,0
0,66,50,0
0,61,48,0
0.09,61,48,1
0.49,58,51,1
0.14,63,51,1
0,60,50,0
0,63,52,0
0,69,50,0
0.14,69,54,1
0.47,62,53,1
0.01,62,49,1
0.09,60,46,1
0.72,64,52,1
0.46,61,49,1
0.24,59,48,1
0.23,61,45,1
0.08,59,47,1
0,63,44,0
0,66,49,0
0,77,50,0
0,89,56,0
0,89,58,0
0,76,54,0
0,63,56,0
0,64,54,0
0.1,64,51,1
0.03,66,51,1
0,65,52,0
0,61,50,0
0,64,50,0
0.01,62,50,1
0,61,49,0
0.1,60,51,1
0.03,62,50,1
0,69,52,0
0,65,50,0
0.54,64,49,1
0.01,67,48,1
0.07,65,50,1
0,66,52,0
0,68,50,0
0.52,71,53,1
0.06,70,53,1
0,70,56,0
0,76,54,0
0,79,57,0
0.08,70,56,1
0.01,61,55,1
0,71,50,0
0,74,54,0
0.02,71,56,1
0.1,64,54,1
0.05,64,53,1
0,66,55,0
0,73,56,0
0,77,57,0
0,66,55,0
0,64,55,0
0,75,51,0
0,79,53,0
0.32,74,55,1
0.04,68,58,1
0,71,54,0
0.4,60,55,1
0,70,53,0
0,66,54,0
0.01,71,58,1
0.01,73,56,1
0,72,58,0
0,77,55,0
0,69,57,0
0,72,56,0
0,82,58,0
0,87,58,0
0,74,54,0
0,76,54,0
0,81,57,0
0.25,73,57,1
0,75,54,0
0,75,55,0
0,79,54,0
0,86,56,0
0,87,60,0
0,81,58,0
0,82,58,0
0,85,57,0
0,85,56,0
0,72,59,0
0,77,54,0
0,83,55,0
0,87,59,0
0,86,58,0
0,75,56,0
0,80,55,0
0,80,56,0
0,74,54,0
0,66,57,0
0,69,58,0
0,76,55,0
0,87,57,0
0,88,59,0
0,86,58,0
0,65,57,0
0.05,73,57,1
0,78,56,0
0,84,55,0
0,80,54,0
0,76,55,0
0,75,56,0
0,71,55,0
0,78,53,0
0,84,56,0
0,82,56,0
0,77,56,0
0.21,77,57,1
0.03,69,56,1
0,67,55,0
0,75,57,0
0,78,57,0
0,72,54,0
0,71,53,0
0,68,53,0
0,70,52,0
0,73,52,0
0,77,52,0
0,77,54,0
0,67,54,0
0.41,62,51,1
0.01,66,52,1
0,68,53,0
0,72,49,0
0,67,52,0
0.01,65,53,1
0.05,63,51,1
0,66,50,0
0,67,49,0
0,69,49,0
0,67,53,0
0,66,48,0
0,63,46,0
0,64,48,0
0,65,42,0
0,70,46,0
0,71,47,0
0,67,52,0
0,69,46,0
0.25,63,56,1
0.02,61,52,1
0.07,61,47,1
0.34,55,43,1
0,60,42,0
0,60,47,0
0,65,51,0
0.2,58,54,1
0.05,62,49,1
0.06,59,48,1
0.01,63,49,1
0.04,57,48,1
0.17,62,51,1
0.07,55,49,1
0.04,61,49,1
0.26,69,52,1
0.05,60,52,1
0,58,52,0
0.01,66,56,1
0.02,56,52,1
0.12,60,52,1
0,58,45,0
0,68,50,0
0,67,47,0
0.15,55,52,1
0,60,50,0
0.05,63,47,1
0,55,42,0
0.03,56,37,1
0.18,57,47,1
0.06,55,44,1
0.31,57,43,1
0.73,54,48,1
0.75,50,45,1
0.17,53,44,1
0.24,48,44,1
0.41,48,41,1
0.79,45,41,1
0.04,49,40,1
0.18,49,40,1
0.04,50,38,1
0,54,38,0
0.01,53,43,1
0.43,47,38,1
0.07,47,39,1
0.87,51,42,1
0.01,48,35,1
0,49,32,0
0,51,39,0
0,46,41,0
0,49,41,0
0,47,41,0
0,45,40,0
0,48,38,0
0,43,37,0
0,48,34,0
0.03,46,31,1
0.99,46,40,1
0,45,34,0
0.11,43,33,1
0.07,44,29,1
0.31,39,36,1
0,45,34,0
0.27,38,32,1
0.07,37,32,1
0.03,39,31,1
0,40,29,0
0,44,38,0
0,45,39,0
0,42,35,0
0,44,30,0
0,45,30,0
0,46,30,0
0,42,30,0
0.03,42,36,1
0.01,45,31,1
0,41,28,0
0,38,28,0
0,41,23,0
0,48,31,0
0,47,34,0
0.16,49,36,1
0.43,54,48,1
0.4,56,49,1
0.34,57,50,1
0.93,55,51,1
0.63,62,53,1
0.81,58,50,1
0.41,53,47,1
0.47,55,46,1
0.46,53,45,1
0.35,50,42,1
0.75,51,44,1
0.3,51,47,1
0.08,58,46,1
0.31,49,41,1
0.15,47,38,1
0.01,54,42,1
1.33,55,48,1
0.26,56,50,1
0.3,53,43,1
0.1,49,39,1
1.15,52,46,1
0.94,55,46,1
0.77,49,44,1
0.57,48,44,1
0.55,50,45,1
0.26,46,38,1
0,47,37,0
0.72,53,41,1
0.12,53,45,1
0.07,46,42,1
0.16,47,43,1
0.23,46,39,1
0.12,49,42,1
0,51,44,0
0.01,55,45,1
0,56,41,0
0.08,52,38,1
0.09,48,41,1
0.22,48,40,1
0.75,47,40,1
1.24,52,40,1
0.73,54,43,1
0.33,50,41,1
0.29,50,46,1
0.3,51,43,1
0.11,58,43,1
0.41,53,42,1
0,49,40,0
0,52,38,0
0,60,35,0
0.21,53,39,1
0,53,36,0
0,58,39,0
0,58,44,0
0,56,37,0
0.32,49,37,1
0,46,34,0
0,46,30,0
0,47,30,0
0,38,27,0
0,44,23,0
0,48,27,0
0,41,29,0
0,47,39,0
0,49,44,0
0.09,47,35,1
0,46,30,0
0,47,31,0
0.04,50,38,1
0.31,50,39,1
0.47,44,38,1
0,58,37,0
0.02,55,37,1
0,54,34,0
0,54,39,0
0.03,54,45,1
0.04,55,42,1
0.04,50,38,1
0.38,42,34,1
0.1,41,34,1
0.03,47,32,1
0,48,34,0
0,51,31,0
0.01,54,33,1
0.02,51,38,1
0.06,47,39,1
0.06,50,38,1
0.07,48,36,1
0.46,49,37,1
0,53,33,0
0,59,35,0
0.04,51,42,1
0.04,54,45,1
0.01,64,45,1
0.49,53,42,1
0,53,36,0
0.04,49,39,1
0,62,39,0
0.16,57,44,1
0,53,44,0
0,57,42,0
0.08,60,44,1
0.27,50,40,1
0,62,42,0
0.14,61,44,1
0,58,38,0
0,63,42,0
0,57,40,0
0,60,43,0
0.38,50,45,1
0,58,44,0
0,59,42,0
0,60,39,0
0.06,58,46,1
0.44,49,44,1
0.15,47,39,1
0.25,50,38,1
0.07,54,38,1
0,55,36,0
0,59,37,0
0,63,43,0
0.03,63,44,1
0.36,54,41,1
0,57,40,0
0,71,43,0
0,73,47,0
0,65,45,0
0,55,44,0
0,66,49,0
0,73,49,0
0.58,54,39,1
0,56,37,0
0,57,42,0
0,59,39,0
0,66,44,0
0,74,46,0
0,73,48,0
0.03,59,46,1
0,58,44,0
0.01,59,41,1
0,62,41,0
0,67,44,0
0,63,44,0
0,60,41,0
0,65,43,0
0,72,46,0
0,79,52,0
0,83,59,0
0,76,56,0
0,79,50,0
0.09,67,50,1
0,68,52,0
0.03,69,48,1
0.24,59,51,1
0.21,65,48,1
0.23,63,51,1
0.21,59,49,1
0.14,61,48,1
0.15,61,48,1
0.22,58,50,1
0,64,50,0
0,73,46,0
0.09,72,54,1
0.75,69,55,1
0.11,67,54,1
0.02,69,54,1
0.51,68,53,1
0,68,55,0
0,73,50,0
0,70,51,0
0.05,64,51,1
0.03,64,51,1
0,67,53,0
0,76,53,0
0.07,72,56,1
0.01,68,56,1
0.02,64,54,1
0,70,53,0
0.1,66,52,1
0,69,53,0
0,68,53,0
0,67,53,0
0,68,53,0
0,69,52,0
0,72,51,0
0,74,52,0
0,82,55,0
0,88,62,0
0,90,67,0
0,85,55,0
0,74,50,0
0,80,55,0
0,85,57,0
0,83,54,0
0,84,53,0
0,79,53,0
0.02,75,54,1
0,65,53,0
0,65,55,0
0,76,54,0
0,85,56,0
0,86,63,0
0,68,55,0
0,71,54,0
0.03,68,57,1
0.01,68,56,1
0,78,56,0
0,76,58,0
0,80,55,0
0,69,53,0
0,75,55,0
0,77,54,0
0,84,59,0
0,97,66,0
0,96,68,0
0,95,67,0
0,92,65,0
0,78,58,0
0,84,58,0
0,81,57,0
0,70,54,0
0,69,53,0
0,72,55,0
0,74,57,0
0,74,54,0
0,73,55,0
0,76,55,0
0,77,53,0
0,82,55,0
0,86,57,0
0,83,55,0
0,75,55,0
0.01,76,59,1
0,73,56,0
0,70,54,0
0,76,51,0
0,82,55,0
0,86,56,0
0,71,54,0
0,75,53,0
0,72,54,0
0,81,53,0
0,84,57,0
0,86,56,0
0,79,54,0
0,69,54,0
0,68,52,0
0,68,55,0
0,79,53,0
0,85,55,0
0,87,60,0
0,86,57,0
0.01,69,54,1
0,71,53,0
0,72,51,0
0,88,55,0
0,89,58,0
0,84,56,0
0,81,53,0
0,80,53,0
0,82,55,0
0,75,51,0
0,71,51,0
0.02,71,54,1
0,74,50,0
0,78,52,0
0,75,57,0
0.03,63,51,1
0.31,63,50,1
0.06,63,49,1
0.01,68,48,1
0,66,52,0
0.39,68,55,1
0.15,61,51,1
0.29,55,51,1
0.17,60,47,1
0,63,47,0
0,70,47,0
0,77,50,0
0,77,52,0
0,78,54,0
0,80,54,0
0,77,56,0
0,75,54,0
0,60,52,0
0,66,50,0
0,64,45,0
0,58,50,0
0,65,50,0
0,71,50,0
0.02,57,51,1
0,60,45,0
0,57,49,0
0,65,47,0
0,65,43,0
0,70,44,0
0,72,46,0
0,65,47,0
0.04,51,47,1
0.43,55,49,1
0.01,54,49,1
0,60,50,0
0.28,53,49,1
0.19,59,50,1
0,57,46,0
0,61,44,0
0,65,42,0
0,56,41,0
0.03,55,41,1
0,52,42,0
0,55,49,0
0,62,47,0
0,57,45,0
0.55,52,39,1
0,45,32,0
0,47,30,0
0,57,34,0
1.05,49,41,1
0.45,60,48,1
1.91,57,52,1
0.87,58,51,1
3.29,60,55,1
0.53,56,47,1
0.26,55,44,1
0.52,51,43,1
0.79,49,42,1
0.21,50,41,1
1.07,49,42,1
0.23,45,37,1
0.01,49,36,1
0.44,56,42,1
0,51,38,0
0,52,39,0
0,54,40,0
0.46,53,43,1
0.51,52,44,1
0.51,49,41,1
0.54,47,40,1
0.64,42,38,1
0,44,37,0
0,43,36,0
0.79,44,32,1
0.18,37,26,1
0,27,18,0
0.33,33,18,1
0.04,43,32,1
0.01,41,33,1
0,42,28,0
0,44,34,0
0,48,37,0
0,47,42,0
0,48,36,0
0,50,38,0
0,50,38,0
0.19,50,38,1
0.23,48,41,1
0.84,52,44,1
0.33,48,42,1
0.26,51,42,1
1.55,54,40,1
0.02,47,35,1
0,42,30,0
0,39,27,0
0,40,28,0
0.01,43,33,1
0.37,45,36,1
0.5,50,37,1
0,44,37,0
0.62,46,36,1
0.71,47,35,1
0.06,49,40,1
1.27,42,34,1
0.33,41,32,1
0,40,28,0
0,42,31,0
0,43,30,0
0,46,34,0
0.41,48,34,1
1.77,56,45,1
1.01,48,40,1
0.15,42,30,1
0.77,43,31,1
0.03,44,36,1
0.93,49,40,1
0,48,38,0
0.16,51,34,1
0.26,36,28,1
0,31,22,0
0,31,19,0
0,29,21,0
0,35,20,0
0,35,23,0
0.18,35,28,1
0.16,39,33,1
0.16,44,34,1
0.21,42,38,1
0,45,37,0
0,42,37,0
0,50,40,0
0,52,43,0
0,51,35,0
0.02,43,33,1
0,44,36,0
0,52,32,0
0,50,28,0
0,40,28,0
0,48,33,0
0,48,28,0
0,49,30,0
0,44,28,0
0.14,42,31,1
0.16,54,41,1
0,45,42,0
0.03,48,41,1
0.09,52,43,1
0.01,53,42,1
0.09,57,42,1
0.16,56,42,1
0.22,54,45,1
0,53,42,0
0.02,51,41,1
0.16,47,40,1
0.12,53,46,1
0.01,51,43,1
0.13,58,44,1
0,46,41,0
0.74,46,41,1
0.25,44,36,1
0.05,50,34,1
0.13,48,37,1
0.01,44,35,1
0.36,44,36,1
0.2,45,39,1
0.11,47,34,1
0.15,42,31,1
0.04,41,32,1
0,41,31,0
0.23,43,32,1
0.05,52,41,1
0,55,41,0
0.06,59,46,1
0,68,41,0
0.2,54,41,1
0.2,50,42,1
0.06,53,43,1
0.36,57,47,1
0.74,59,50,1
0.1,53,41,1
0.01,49,36,1
0,48,37,0
0.01,47,34,1
0,66,42,0
0.11,52,47,1
0.02,61,48,1
0.33,51,45,1
0.1,50,36,1
0,51,32,0
0.07,51,44,1
0.17,52,46,1
0.91,53,45,1
0.01,54,41,1
0.05,59,36,1
0.29,50,39,1
0,54,37,0
0,63,37,0
0.16,53,44,1
0.18,50,41,1
0,47,34,0
0,50,36,0
0,56,34,0
0,60,44,0
0,71,44,0
0,78,51,0
0.03,63,50,1
0.1,61,46,1
0.08,52,42,1
0,54,41,0
0,61,37,0
0,52,43,0
0.09,53,42,1
0.01,56,43,1
0,57,39,0
0.04,53,42,1
0.05,55,41,1
0.01,55,41,1
0,58,37,0
0,58,36,0
0.09,62,41,1
0,61,44,0
0,65,43,0
0.1,58,47,1
0,56,44,0
0,59,48,0
0,62,50,0
0,62,47,0
0,64,46,0
0.09,62,43,1
0.05,58,43,1
0.31,57,42,1
0.01,57,41,1
0.14,58,44,1
0,57,41,0
0,58,47,0
0,73,51,0
0,73,49,0
0,64,46,0
0,68,44,0
0,65,45,0
0,63,47,0
0,60,46,0
0,69,43,0
0,85,49,0
0,65,46,0
0,66,47,0
0.01,71,48,1
0.03,60,49,1
0.56,55,45,1
0.31,60,45,1
0,63,47,0
0,68,46,0
0,72,49,0
0,75,50,0
0,67,51,0
0.04,57,47,1
0,64,46,0
0,81,47,0
0,87,55,0
0,82,53,0
0,79,52,0
0,81,54,0
0,84,56,0
0.06,69,55,1
0.04,63,51,1
0.01,63,48,1
0,63,50,0
0,69,50,0
0.28,58,53,1
0,64,51,0
0,62,49,0
0,70,46,0
0.01,66,51,1
0,67,51,0
0.15,67,51,1
0,67,51,0
0.01,58,52,1
0,65,49,0
0,76,48,0
0,81,50,0
0,75,56,0
0,68,54,0
0,70,52,0
0.38,59,49,1
0,69,47,0
0,82,51,0
0,74,53,0
0.3,70,57,1
0.1,67,52,1
0,73,51,0
0,75,54,0
0,79,57,0
0,81,58,0
0,84,61,0
0,81,59,0
0,81,60,0
0,78,54,0
0,76,54,0
0,78,58,0
0,89,64,0
0,98,61,0
0,81,58,0
0.01,78,60,1
0,86,58,0
0,81,63,0
0,81,61,0
0.04,71,58,1
0.29,67,59,1
0.05,72,57,1
0.45,67,59,1
0.29,74,60,1
0.28,71,63,1
0.03,70,59,1
0,72,57,0
0,78,55,0
0,70,56,0
0,78,56,0
0,77,59,0
0,70,59,0
0,74,55,0
0,77,54,0
0,84,58,0
0,85,57,0
0.05,72,57,1
0,77,54,0
0,76,56,0
0,68,57,0
0,66,58,0
0,73,58,0
0,71,55,0
0,74,56,0
0,74,52,0
0,69,56,0
0,76,56,0
0,83,57,0
0,85,58,0
0,74,58,0
0,76,55,0
0.2,74,55,1
0.25,64,55,1
0.16,66,57,1
0.06,72,60,1
0,75,58,0
0,78,56,0
0,79,57,0
0.01,69,58,1
0,70,56,0
0,72,54,0
0,79,52,0
0,86,57,0
0,80,58,0
0,71,58,0
0,74,56,0
0,77,56,0
0.46,77,58,1
0.66,67,58,1
0,74,59,0
0,71,57,0
0,70,54,0
0,71,53,0
0,77,55,0
0,85,57,0
0,84,55,0
0,71,56,0
0,68,53,0
0,66,56,0
0,67,55,0
0.19,60,56,1
0.22,62,51,1
0,62,48,0
0,63,50,0
0,61,47,0
0.01,66,51,1
0,61,50,0
0,63,47,0
0,65,46,0
0.02,58,50,1
0,65,48,0
0.23,66,49,1
0.09,59,47,1
0.09,57,46,1
1.19,54,50,1
0.05,62,50,1
0.8,55,49,1
0.26,56,43,1
0.07,56,45,1
0,54,45,0
0.08,54,45,1
0.22,62,50,1
0,56,45,0
0.01,61,50,1
0.05,59,47,1
0,58,44,0
0.01,61,46,1
0,63,42,0
0,65,44,0
0.09,55,50,1
0.02,55,45,1
0.32,55,43,1
0.23,60,45,1
0.73,53,43,1
0.23,54,43,1
0.03,54,48,1
0,64,47,0
0,72,48,0
0.1,56,44,1
0,52,39,0
0,53,37,0
0,54,36,0
0,59,37,0
0.02,52,43,1
0,52,37,0
0,47,34,0
0.02,52,38,1
0,51,32,0
0,58,47,0
0.06,53,42,1
0,54,40,0
0,52,40,0
0.03,56,47,1
0.01,57,48,1
0.2,54,50,1
0.14,53,42,1
0.03,52,42,1
0.56,53,43,1
0,50,37,0
0.08,54,36,1
1.09,54,46,1
0.06,53,48,1
0.47,50,44,1
0.02,45,41,1
0.39,44,38,1
0.04,46,38,1
0,46,33,0
0,46,31,0
0,47,29,0
0,43,33,0
0,46,33,0
0.33,42,33,1
0,47,36,0
0.18,42,37,1
0,43,37,0
0,40,35,0
0.25,38,31,1
1.55,48,33,1
3.77,59,46,1
0.09,56,46,1
0,47,40,0
0.02,43,38,1
0,42,37,0
0,41,28,0
0,36,28,0
0.01,40,33,1
0,40,32,0
0,42,34,0
0.15,43,36,1
0.02,45,40,1
0.18,45,41,1
0.02,48,38,1
0.17,44,38,1
0.5,46,38,1
0.82,45,40,1
0.04,43,33,1
0,42,32,0
0.36,45,36,1
0.4,47,38,1
0,42,34,0
0.1,37,32,1
0,41,35,0
0.43,38,33,1
0.09,42,38,1
0.11,42,35,1
0,41,36,0
0,44,36,0
0,47,41,0
0.4,46,37,1
0.19,49,40,1
0.03,53,41,1
0.14,46,37,1
0.19,41,33,1
0.02,40,34,1
0.57,43,33,1
0.27,42,36,1
0.62,50,37,1
0.16,47,41,1
0.33,50,41,1
0,51,38,0
0.15,47,33,1
0,41,30,0
0,40,33,0
0,41,34,0
0,42,34,0
0.14,42,35,1
0.07,41,33,1
0,39,25,0
0,41,25,0
0,44,26,0
0,46,33,0
0,42,25,0
0.35,39,26,1
0,40,30,0
0.15,37,31,1
0.08,40,35,1
0.11,43,34,1
0.29,42,36,1
0,41,36,0
0,42,34,0
0.02,39,34,1
0,41,31,0
0.17,45,37,1
0.27,42,36,1
0.04,45,41,1
0.34,45,40,1
0.06,51,45,1
0.32,47,45,1
0,49,42,0
0,50,41,0
0,49,35,0
0,48,33,0
0.01,45,36,1
0,51,40,0
0,49,34,0
0,56,33,0
0,51,36,0
0,53,40,0
0,53,34,0
0.01,58,37,1
0,54,38,0
0,56,41,0
0,55,42,0
0,56,39,0
0.08,53,42,1
0.01,57,44,1
0.14,58,43,1
0.07,50,39,1
0,50,36,0
0.07,48,40,1
0,51,37,0
0,52,31,0
0.01,55,33,1
0.02,52,40,1
0,53,40,0
0,58,40,0
